data,ticker,setor,preco_fechamento,volume,retorno_acumulado
2024-11-14,VALE3,Mineração,150.35,4971565,114.17
2024-11-15,VALE3,Mineração,151.14,3405542,115.31
2024-11-18,VALE3,Mineração,150.77,3111312,114.78
2024-11-19,VALE3,Mineração,154.64,5175974,120.29
2024-11-20,VALE3,Mineração,150.93,2827384,115.01
2024-11-21,VALE3,Mineração,146.24,3736635,108.33
2024-11-22,VALE3,Mineração,145.78,3839485,107.67
2024-11-25,VALE3,Mineração,153.02,2340686,117.98
2024-11-26,VALE3,Mineração,159.96,5368296,127.86
2024-11-27,VALE3,Mineração,154.45,2995195,120.01
2024-11-28,VALE3,Mineração,158.47,2240315,125.74
2024-11-29,VALE3,Mineração,157.04,4274830,123.71
2024-12-02,VALE3,Mineração,158.05,2086014,125.14
2024-12-03,VALE3,Mineração,159.56,3315405,127.29
2024-12-04,VALE3,Mineração,161.6,3254146,130.21
2024-12-05,VALE3,Mineração,157.07,5626216,123.75
2024-12-06,VALE3,Mineração,163.91,4144733,133.49
2024-12-09,VALE3,Mineração,166.44,3228365,137.09
2024-12-10,VALE3,Mineração,163.49,4920315,132.9
2024-12-11,VALE3,Mineração,163.94,6550839,133.53
2024-12-12,VALE3,Mineração,164.38,4320601,134.16
2024-12-13,VALE3,Mineração,168.85,3285982,140.52
2024-12-16,VALE3,Mineração,167.63,1696506,138.79
2024-12-17,VALE3,Mineração,162.64,1919246,131.68
2024-12-18,VALE3,Mineração,164.34,2806328,134.1
2024-12-19,VALE3,Mineração,172.93,2410256,146.34
2024-12-20,VALE3,Mineração,177.17,2977261,152.38
2024-12-23,VALE3,Mineração,172.47,3362936,145.69
2024-12-24,VALE3,Mineração,174.35,4260283,148.36
2024-12-25,VALE3,Mineração,166.33,3155793,136.94
2024-12-26,VALE3,Mineração,169.07,4169267,140.84
2024-12-27,VALE3,Mineração,163.62,3376118,133.08
2024-12-30,VALE3,Mineração,163.84,1217447,133.39
2024-12-31,VALE3,Mineração,158.06,2043822,125.16
2024-01-02,ITUB4,Bancário,28.3,3402417,0.0
2024-01-03,ITUB4,Bancário,28.48,3890129,0.64
2024-01-04,ITUB4,Bancário,28.26,2182082,-0.16
2024-01-05,ITUB4,Bancário,28.39,2792275,0.33
2024-01-08,ITUB4,Bancário,28.5,2640876,0.72
2024-01-09,ITUB4,Bancário,28.23,2493212,-0.25
2024-01-10,ITUB4,Bancário,28.7,4486039,1.4
2024-01-11,ITUB4,Bancário,28.76,2610916,1.62
2024-01-12,ITUB4,Bancário,28.51,5437068,0.73
2024-01-15,ITUB4,Bancário,28.57,12379979,0.96
2024-01-16,ITUB4,Bancário,28.22,2819949,-0.27
2024-01-17,ITUB4,Bancário,28.22,3527703,-0.27
2024-01-18,ITUB4,Bancário,28.11,3952034,-0.67
2024-01-19,ITUB4,Bancário,27.59,8086870,-2.49
2024-01-22,ITUB4,Bancário,26.9,3136681,-4.96
2024-01-23,ITUB4,Bancário,26.27,2159725,-7.16
2024-01-24,ITUB4,Bancário,26.32,1735541,-6.99
2024-01-25,ITUB4,Bancário,26.6,3175602,-6.01
2024-01-26,ITUB4,Bancário,27.13,2612478,-4.12
2024-01-29,ITUB4,Bancário,26.43,8930693,-6.61
2024-01-30,ITUB4,Bancário,26.79,7920233,-5.33
2024-01-31,ITUB4,Bancário,26.72,1948973,-5.59
2024-02-01,ITUB4,Bancário,27.09,2291277,-4.26
2024-02-02,ITUB4,Bancário,26.56,3391846,-6.14
2024-02-05,ITUB4,Bancário,26.07,6573869,-7.89
2024-02-06,ITUB4,Bancário,26.52,3363546,-6.3
2024-02-07,ITUB4,Bancário,26.13,2365215,-7.66
2024-02-08,ITUB4,Bancário,26.55,3174177,-6.19
2024-02-09,ITUB4,Bancário,26.66,2387500,-5.78
2024-02-12,ITUB4,Bancário,26.61,4418180,-5.99
2024-02-13,ITUB4,Bancário,26.42,2293255,-6.66
2024-02-14,ITUB4,Bancário,26.82,2532663,-5.23
2024-02-15,ITUB4,Bancário,26.84,5844238,-5.15
2024-02-16,ITUB4,Bancário,26.86,2226224,-5.07
2024-02-19,ITUB4,Bancário,26.86,1586333,-5.09
2024-02-20,ITUB4,Bancário,26.59,3428031,-6.05
2024-02-21,ITUB4,Bancário,26.31,2729866,-7.02
2024-02-22,ITUB4,Bancário,25.5,4221528,-9.9
2024-02-23,ITUB4,Bancário,25.17,3831381,-11.06
2024-02-26,ITUB4,Bancário,24.65,3217260,-12.89
2024-02-27,ITUB4,Bancário,25.5,3170748,-9.88
2024-02-28,ITUB4,Bancário,25.21,2262703,-10.93
2024-02-29,ITUB4,Bancário,25.19,3408127,-10.97
2024-03-01,ITUB4,Bancário,25.51,5079088,-9.86
2024-03-04,ITUB4,Bancário,24.89,2009259,-12.07
2024-03-05,ITUB4,Bancário,24.04,3260207,-15.05
2024-03-06,ITUB4,Bancário,23.83,5494149,-15.81
2024-03-07,ITUB4,Bancário,23.85,4208900,-15.71
2024-03-08,ITUB4,Bancário,23.31,6291665,-17.64
2024-03-11,ITUB4,Bancário,22.99,2460632,-18.76
2024-03-12,ITUB4,Bancário,23.15,1308792,-18.19
2024-03-13,ITUB4,Bancário,23.41,3614000,-17.26
2024-03-14,ITUB4,Bancário,22.96,3918758,-18.87
2024-03-15,ITUB4,Bancário,22.68,6479869,-19.85
2024-03-18,ITUB4,Bancário,22.84,5921337,-19.31
2024-03-19,ITUB4,Bancário,23.06,4275329,-18.53
2024-03-20,ITUB4,Bancário,23.14,4793134,-18.22
2024-03-21,ITUB4,Bancário,23.5,2970049,-16.96
2024-03-22,ITUB4,Bancário,23.96,1777009,-15.33
2024-03-25,ITUB4,Bancário,24.31,3467209,-14.09
2024-03-26,ITUB4,Bancário,24.46,5342940,-13.57
2024-03-27,ITUB4,Bancário,24.25,4538832,-14.31
2024-03-28,ITUB4,Bancário,24.05,4959937,-15.01
2024-03-29,ITUB4,Bancário,23.44,2639558,-17.18
2024-04-01,ITUB4,Bancário,23.68,2862559,-16.32
2024-04-02,ITUB4,Bancário,24.06,4162859,-14.97
2024-04-03,ITUB4,Bancário,24.59,2487394,-13.11
2024-04-04,ITUB4,Bancário,24.8,2525984,-12.36
2024-04-05,ITUB4,Bancário,24.95,3794226,-11.84
2024-04-08,ITUB4,Bancário,24.89,4782396,-12.07
2024-04-09,ITUB4,Bancário,24.87,2958626,-12.13
2024-04-10,ITUB4,Bancário,25.04,1827400,-11.51
2024-04-11,ITUB4,Bancário,25.46,2262764,-10.02
2024-04-12,ITUB4,Bancário,25.59,3619462,-9.56
2024-04-15,ITUB4,Bancário,24.53,3597538,-13.32
2024-04-16,ITUB4,Bancário,24.97,3688089,-11.75
2024-04-17,ITUB4,Bancário,25.38,4242433,-10.31
2024-04-18,ITUB4,Bancário,25.19,3278528,-10.97
2024-04-19,ITUB4,Bancário,25.11,3732273,-11.26
2024-04-22,ITUB4,Bancário,24.71,3196242,-12.67
2024-04-23,ITUB4,Bancário,24.47,5805792,-13.52
2024-04-24,ITUB4,Bancário,24.36,6690311,-13.93
2024-04-25,ITUB4,Bancário,25.02,1803959,-11.58
2024-04-26,ITUB4,Bancário,25.11,2877331,-11.29
2024-04-29,ITUB4,Bancário,25.33,3322945,-10.49
2024-04-30,ITUB4,Bancário,24.84,2860601,-12.21
2024-05-01,ITUB4,Bancário,24.95,8012082,-11.83
2024-05-02,ITUB4,Bancário,25.15,3656356,-11.12
2024-05-03,ITUB4,Bancário,24.76,2185410,-12.5
2024-05-06,ITUB4,Bancário,25.12,4404869,-11.24
2024-05-07,ITUB4,Bancário,25.55,3743334,-9.7
2024-05-08,ITUB4,Bancário,25.65,3806027,-9.35
2024-05-09,ITUB4,Bancário,25.51,8072211,-9.85
2024-05-10,ITUB4,Bancário,25.91,3895733,-8.43
2024-05-13,ITUB4,Bancário,26.42,2808522,-6.66
2024-05-14,ITUB4,Bancário,26.29,1229799,-7.11
2024-05-15,ITUB4,Bancário,26.59,3009548,-6.04
2024-05-16,ITUB4,Bancário,26.42,6280655,-6.66
2024-05-17,ITUB4,Bancário,26.57,3123346,-6.13
2024-05-20,ITUB4,Bancário,26.71,1066587,-5.6
2024-05-21,ITUB4,Bancário,26.29,2547998,-7.11
2024-05-22,ITUB4,Bancário,26.01,5370031,-8.07
2024-05-23,ITUB4,Bancário,25.55,4294770,-9.72
2024-05-24,ITUB4,Bancário,24.83,2148025,-12.25
2024-05-27,ITUB4,Bancário,24.23,2464150,-14.36
2024-05-28,ITUB4,Bancário,24.54,2662152,-13.29
2024-05-29,ITUB4,Bancário,25.09,2346987,-11.35
2024-05-30,ITUB4,Bancário,25.01,1184893,-11.62
2024-05-31,ITUB4,Bancário,25.01,4788824,-11.64
2024-06-03,ITUB4,Bancário,25.08,6128925,-11.38
2024-06-04,ITUB4,Bancário,24.56,1529995,-13.2
2024-06-05,ITUB4,Bancário,24.19,6088586,-14.54
2024-06-06,ITUB4,Bancário,24.5,3104888,-13.42
2024-06-07,ITUB4,Bancário,25.24,6031861,-10.8
2024-06-10,ITUB4,Bancário,25.31,3331639,-10.58
2024-06-11,ITUB4,Bancário,25.68,3498246,-9.27
2024-06-12,ITUB4,Bancário,25.44,3938133,-10.1
2024-06-13,ITUB4,Bancário,25.54,2202198,-9.74
2024-06-14,ITUB4,Bancário,25.83,5940697,-8.73
2024-06-17,ITUB4,Bancário,26.34,1866003,-6.91
2024-06-18,ITUB4,Bancário,26.83,2673680,-5.2
2024-06-19,ITUB4,Bancário,26.27,4248737,-7.16
2024-06-20,ITUB4,Bancário,26.85,2534235,-5.13
2024-06-21,ITUB4,Bancário,26.6,4822319,-6.02
2024-06-24,ITUB4,Bancário,26.8,6504033,-5.3
2024-06-25,ITUB4,Bancário,27.4,5423614,-3.18
2024-06-26,ITUB4,Bancário,27.12,1241638,-4.15
2024-06-27,ITUB4,Bancário,27.27,3481324,-3.64
2024-06-28,ITUB4,Bancário,27.52,5467550,-2.74
2024-07-01,ITUB4,Bancário,27.42,1692344,-3.1
2024-07-02,ITUB4,Bancário,26.53,4694045,-6.26
2024-07-03,ITUB4,Bancário,26.74,4564093,-5.52
2024-07-04,ITUB4,Bancário,26.71,1783262,-5.61
2024-07-05,ITUB4,Bancário,27.64,4960992,-2.32
2024-07-08,ITUB4,Bancário,27.78,3746560,-1.84
2024-07-09,ITUB4,Bancário,27.6,4525283,-2.46
2024-07-10,ITUB4,Bancário,27.44,2016439,-3.04
2024-07-11,ITUB4,Bancário,28.0,3523861,-1.08
2024-07-12,ITUB4,Bancário,28.48,1393822,0.63
2024-07-15,ITUB4,Bancário,28.27,1047067,-0.12
2024-07-16,ITUB4,Bancário,28.68,3507500,1.34
2024-07-17,ITUB4,Bancário,28.88,5667727,2.04
2024-07-18,ITUB4,Bancário,28.6,3709725,1.06
2024-07-19,ITUB4,Bancário,28.6,3166941,1.06
2024-07-22,ITUB4,Bancário,28.7,2976423,1.42
2024-07-23,ITUB4,Bancário,29.26,2040524,3.4
2024-07-24,ITUB4,Bancário,28.6,2925773,1.05
2024-07-25,ITUB4,Bancário,28.69,4036313,1.38
2024-07-26,ITUB4,Bancário,28.73,2629722,1.52
2024-07-29,ITUB4,Bancário,28.94,4757788,2.27
2024-07-30,ITUB4,Bancário,28.56,3605559,0.91
2024-07-31,ITUB4,Bancário,28.95,3830437,2.28
2024-08-01,ITUB4,Bancário,29.29,5097859,3.51
2024-08-02,ITUB4,Bancário,29.21,2512081,3.22
2024-08-05,ITUB4,Bancário,28.94,4545690,2.25
2024-08-06,ITUB4,Bancário,28.86,2694603,1.97
2024-08-07,ITUB4,Bancário,29.97,3873841,5.91
2024-08-08,ITUB4,Bancário,29.62,2366953,4.67
2024-08-09,ITUB4,Bancário,28.9,2073291,2.12
2024-08-12,ITUB4,Bancário,28.97,3422672,2.35
2024-08-13,ITUB4,Bancário,28.42,1273653,0.43
2024-08-14,ITUB4,Bancário,28.4,2818925,0.35
2024-08-15,ITUB4,Bancário,28.04,1464188,-0.91
2024-08-16,ITUB4,Bancário,28.04,4826427,-0.92
2024-08-19,ITUB4,Bancário,28.47,5526444,0.59
2024-08-20,ITUB4,Bancário,28.03,2122328,-0.95
2024-08-21,ITUB4,Bancário,28.81,4049712,1.81
2024-08-22,ITUB4,Bancário,30.02,5124624,6.07
2024-08-23,ITUB4,Bancário,29.7,5133173,4.96
2024-08-26,ITUB4,Bancário,29.93,3639021,5.77
2024-08-27,ITUB4,Bancário,29.49,4719211,4.19
2024-08-28,ITUB4,Bancário,29.34,2362744,3.67
2024-08-29,ITUB4,Bancário,29.05,3407744,2.65
2024-08-30,ITUB4,Bancário,29.99,2588135,5.97
2024-09-02,ITUB4,Bancário,30.0,2265046,6.01
2024-09-03,ITUB4,Bancário,30.34,3328497,7.2
2024-09-04,ITUB4,Bancário,30.12,3889398,6.44
2024-09-05,ITUB4,Bancário,31.31,5848842,10.65
2024-09-06,ITUB4,Bancário,32.0,3732458,13.06
2024-09-09,ITUB4,Bancário,33.59,4506202,18.7
2024-09-10,ITUB4,Bancário,34.25,4531853,21.01
2024-09-11,ITUB4,Bancário,33.72,12531639,19.17
2024-09-12,ITUB4,Bancário,33.73,1322433,19.2
2024-09-13,ITUB4,Bancário,33.94,2317577,19.92
2024-09-16,ITUB4,Bancário,34.45,6831316,21.73
2024-09-17,ITUB4,Bancário,35.22,2741438,24.45
2024-09-18,ITUB4,Bancário,35.15,5090576,24.21
2024-09-19,ITUB4,Bancário,35.58,3667441,25.72
2024-09-20,ITUB4,Bancário,35.61,9366042,25.82
2024-09-23,ITUB4,Bancário,33.92,1873788,19.85
2024-09-24,ITUB4,Bancário,34.14,6021821,20.62
2024-09-25,ITUB4,Bancário,34.29,7840323,21.18
2024-09-26,ITUB4,Bancário,34.04,1968516,20.28
2024-09-27,ITUB4,Bancário,33.3,4835210,17.65
2024-09-30,ITUB4,Bancário,33.34,2017260,17.8
2024-10-01,ITUB4,Bancário,33.71,3318690,19.11
2024-10-02,ITUB4,Bancário,32.88,2875410,16.2
2024-10-03,ITUB4,Bancário,33.05,983254,16.79
2024-10-04,ITUB4,Bancário,33.35,4041462,17.83
2024-10-07,ITUB4,Bancário,33.75,3511906,19.27
2024-10-08,ITUB4,Bancário,33.47,6848495,18.28
2024-10-09,ITUB4,Bancário,33.56,4437367,18.59
2024-10-10,ITUB4,Bancário,34.08,10277236,20.43
2024-10-11,ITUB4,Bancário,34.98,3448745,23.61
2024-10-14,ITUB4,Bancário,34.4,3100999,21.54
2024-10-15,ITUB4,Bancário,34.61,2981155,22.3
2024-10-16,ITUB4,Bancário,34.02,2623987,20.2
2024-10-17,ITUB4,Bancário,33.71,1083952,19.13
2024-10-18,ITUB4,Bancário,34.08,2928212,20.41
2024-10-21,ITUB4,Bancário,34.85,1162487,23.16
2024-10-22,ITUB4,Bancário,34.6,4098028,22.25
2024-10-23,ITUB4,Bancário,34.81,1758496,23.02
2024-10-24,ITUB4,Bancário,35.53,2090332,25.55
2024-10-25,ITUB4,Bancário,34.99,2339142,23.63
2024-10-28,ITUB4,Bancário,34.99,2950639,23.63
2024-10-29,ITUB4,Bancário,35.75,3280262,26.33
2024-10-30,ITUB4,Bancário,35.42,5622234,25.18
2024-10-31,ITUB4,Bancário,35.22,2449109,24.45
2024-11-01,ITUB4,Bancário,35.26,4156039,24.59
2024-11-04,ITUB4,Bancário,35.25,12806118,24.55
2024-11-05,ITUB4,Bancário,36.75,3947824,29.85
2024-11-06,ITUB4,Bancário,35.59,2986925,25.77
2024-11-07,ITUB4,Bancário,35.86,2214249,26.73
2024-11-08,ITUB4,Bancário,35.4,2966324,25.09
2024-11-11,ITUB4,Bancário,35.11,2098828,24.05
2024-11-12,ITUB4,Bancário,34.31,3739007,21.24
2024-11-13,ITUB4,Bancário,34.3,3442718,21.22
2024-11-14,ITUB4,Bancário,34.34,1108912,21.35
2024-11-15,ITUB4,Bancário,34.46,3238824,21.75
2024-11-18,ITUB4,Bancário,34.89,5598857,23.28
2024-11-19,ITUB4,Bancário,34.2,2677633,20.86
2024-11-20,ITUB4,Bancário,34.49,2358535,21.86
2024-11-21,ITUB4,Bancário,34.3,1641546,21.2
2024-11-22,ITUB4,Bancário,34.26,1291098,21.06
2024-11-25,ITUB4,Bancário,35.11,4953845,24.05
2024-11-26,ITUB4,Bancário,34.95,2985449,23.51
2024-11-27,ITUB4,Bancário,33.89,4809053,19.76
2024-11-28,ITUB4,Bancário,34.15,7029751,20.66
2024-11-29,ITUB4,Bancário,33.86,5181596,19.65
2024-12-02,ITUB4,Bancário,33.85,2492542,19.6
2024-12-03,ITUB4,Bancário,33.23,3514591,17.43
2024-12-04,ITUB4,Bancário,33.11,2403925,16.99
2024-12-05,ITUB4,Bancário,33.97,2294110,20.02
2024-12-06,ITUB4,Bancário,34.09,3880240,20.45
2024-12-09,ITUB4,Bancário,33.7,2156189,19.08
2024-12-10,ITUB4,Bancário,33.67,1083193,18.96
2024-12-11,ITUB4,Bancário,33.08,2096806,16.88
2024-12-12,ITUB4,Bancário,32.19,2804005,13.75
2024-12-13,ITUB4,Bancário,32.4,6994951,14.49
2024-12-16,ITUB4,Bancário,32.67,2557475,15.45
2024-12-17,ITUB4,Bancário,32.32,4222601,14.21
2024-12-18,ITUB4,Bancário,32.95,3005173,16.42
2024-12-19,ITUB4,Bancário,33.74,6035701,19.23
2024-12-20,ITUB4,Bancário,34.09,5830120,20.48
2024-12-23,ITUB4,Bancário,33.35,5886002,17.86
2024-12-24,ITUB4,Bancário,33.59,1373686,18.69
2024-12-25,ITUB4,Bancário,33.68,3624989,19.02
2024-12-26,ITUB4,Bancário,33.02,4777697,16.69
2024-12-27,ITUB4,Bancário,33.45,3956100,18.18
2024-12-30,ITUB4,Bancário,33.2,4494199,17.33
2024-12-31,ITUB4,Bancário,33.92,3365797,19.84
2024-01-02,BBDC4,Bancário,14.8,1503220,0.0
2024-01-03,BBDC4,Bancário,14.79,4920618,-0.09
2024-01-04,BBDC4,Bancário,14.84,3945967,0.24
2024-01-05,BBDC4,Bancário,15.02,2082280,1.47
2024-01-08,BBDC4,Bancário,14.56,2116275,-1.59
2024-01-09,BBDC4,Bancário,14.42,5738551,-2.56
2024-01-10,BBDC4,Bancário,14.66,1803597,-0.97
2024-01-11,BBDC4,Bancário,14.81,7432229,0.04
2024-01-12,BBDC4,Bancário,14.52,2083770,-1.88
2024-01-15,BBDC4,Bancário,14.9,4498236,0.65
2024-01-16,BBDC4,Bancário,14.65,2773694,-1.03
2024-01-17,BBDC4,Bancário,14.82,4419750,0.15
2024-01-18,BBDC4,Bancário,14.97,2490372,1.13
2024-01-19,BBDC4,Bancário,14.58,3013472,-1.51
2024-01-22,BBDC4,Bancário,14.77,3336589,-0.2
2024-01-23,BBDC4,Bancário,14.44,1980591,-2.46
2024-01-24,BBDC4,Bancário,14.53,4734620,-1.85
2024-01-25,BBDC4,Bancário,14.81,2529148,0.06
2024-01-26,BBDC4,Bancário,14.55,2915931,-1.7
2024-01-29,BBDC4,Bancário,14.7,1988369,-0.7
2024-01-30,BBDC4,Bancário,14.84,907848,0.27
2024-01-31,BBDC4,Bancário,14.89,2971228,0.61
2024-02-01,BBDC4,Bancário,14.97,10922197,1.17
2024-02-02,BBDC4,Bancário,14.77,4839404,-0.24
2024-02-05,BBDC4,Bancário,14.89,3237687,0.64
2024-02-06,BBDC4,Bancário,15.11,2866363,2.08
2024-02-07,BBDC4,Bancário,14.56,3305945,-1.61
2024-02-08,BBDC4,Bancário,14.92,4297566,0.84
2024-02-09,BBDC4,Bancário,14.48,1811369,-2.19
2024-02-12,BBDC4,Bancário,14.69,5706753,-0.77
2024-02-13,BBDC4,Bancário,14.88,4674770,0.55
2024-02-14,BBDC4,Bancário,14.88,4681330,0.55
2024-02-15,BBDC4,Bancário,14.8,4070343,-0.03
2024-02-16,BBDC4,Bancário,14.42,3301238,-2.58
2024-02-19,BBDC4,Bancário,14.49,4576433,-2.12
2024-02-20,BBDC4,Bancário,14.27,4394687,-3.56
2024-02-21,BBDC4,Bancário,14.49,2738660,-2.12
2024-02-22,BBDC4,Bancário,14.54,2453924,-1.74
2024-02-23,BBDC4,Bancário,14.7,3439814,-0.67
2024-02-26,BBDC4,Bancário,14.61,7092227,-1.29
2024-02-27,BBDC4,Bancário,14.67,1759335,-0.88
2024-02-28,BBDC4,Bancário,14.32,1569452,-3.23
2024-02-29,BBDC4,Bancário,14.14,3549724,-4.46
2024-03-01,BBDC4,Bancário,14.33,3353260,-3.19
2024-03-04,BBDC4,Bancário,14.52,3564986,-1.93
2024-03-05,BBDC4,Bancário,14.16,3693099,-4.34
2024-03-06,BBDC4,Bancário,13.98,2923812,-5.53
2024-03-07,BBDC4,Bancário,14.12,6885523,-4.6
2024-03-08,BBDC4,Bancário,14.24,1468200,-3.81
2024-03-11,BBDC4,Bancário,13.85,2160286,-6.43
2024-03-12,BBDC4,Bancário,13.99,3104529,-5.46
2024-03-13,BBDC4,Bancário,13.85,1437484,-6.4
2024-03-14,BBDC4,Bancário,13.78,2993856,-6.9
2024-03-15,BBDC4,Bancário,13.98,7502411,-5.51
2024-03-18,BBDC4,Bancário,14.13,3303335,-4.56
2024-03-19,BBDC4,Bancário,14.16,3668709,-4.35
2024-03-20,BBDC4,Bancário,14.04,1740908,-5.14
2024-03-21,BBDC4,Bancário,13.99,2402016,-5.45
2024-03-22,BBDC4,Bancário,13.97,2709844,-5.64
2024-03-25,BBDC4,Bancário,14.04,2788857,-5.13
2024-03-26,BBDC4,Bancário,14.35,6204726,-3.06
2024-03-27,BBDC4,Bancário,14.46,4320343,-2.28
2024-03-28,BBDC4,Bancário,14.27,1875284,-3.6
2024-03-29,BBDC4,Bancário,14.28,3697813,-3.5
2024-04-01,BBDC4,Bancário,14.32,4193770,-3.23
2024-04-02,BBDC4,Bancário,14.78,5780926,-0.17
2024-04-03,BBDC4,Bancário,14.86,7204888,0.43
2024-04-04,BBDC4,Bancário,14.98,1967851,1.24
2024-04-05,BBDC4,Bancário,15.15,2179424,2.37
2024-04-08,BBDC4,Bancário,14.71,1743161,-0.61
2024-04-09,BBDC4,Bancário,14.51,2908040,-1.95
2024-04-10,BBDC4,Bancário,14.45,4127486,-2.38
2024-04-11,BBDC4,Bancário,14.49,5355674,-2.1
2024-04-12,BBDC4,Bancário,15.11,3147202,2.07
2024-04-15,BBDC4,Bancário,15.29,2785885,3.32
2024-04-16,BBDC4,Bancário,15.57,3526720,5.21
2024-04-17,BBDC4,Bancário,15.72,2153120,6.21
2024-04-18,BBDC4,Bancário,15.25,9292975,3.07
2024-04-19,BBDC4,Bancário,15.15,1463248,2.37
2024-04-22,BBDC4,Bancário,14.71,3585363,-0.59
2024-04-23,BBDC4,Bancário,14.55,8991615,-1.66
2024-04-24,BBDC4,Bancário,14.57,3280150,-1.53
2024-04-25,BBDC4,Bancário,14.67,2972697,-0.89
2024-04-26,BBDC4,Bancário,14.17,2734002,-4.28
2024-04-29,BBDC4,Bancário,14.24,2987071,-3.76
2024-04-30,BBDC4,Bancário,13.96,6494227,-5.71
2024-05-01,BBDC4,Bancário,14.13,1081726,-4.51
2024-05-02,BBDC4,Bancário,14.65,7037171,-0.98
2024-05-03,BBDC4,Bancário,14.39,1604016,-2.77
2024-05-06,BBDC4,Bancário,13.91,2860977,-6.05
2024-05-07,BBDC4,Bancário,13.87,2637594,-6.31
2024-05-08,BBDC4,Bancário,14.24,4387528,-3.78
2024-05-09,BBDC4,Bancário,14.61,1470242,-1.31
2024-05-10,BBDC4,Bancário,14.3,4118857,-3.4
2024-05-13,BBDC4,Bancário,14.37,8994778,-2.9
2024-05-14,BBDC4,Bancário,14.09,1653513,-4.77
2024-05-15,BBDC4,Bancário,14.12,3594275,-4.6
2024-05-16,BBDC4,Bancário,14.76,2347846,-0.25
2024-05-17,BBDC4,Bancário,14.43,4044803,-2.49
2024-05-20,BBDC4,Bancário,14.47,3300464,-2.22
2024-05-21,BBDC4,Bancário,14.41,2372029,-2.66
2024-05-22,BBDC4,Bancário,14.61,4172125,-1.27
2024-05-23,BBDC4,Bancário,14.6,8057984,-1.34
2024-05-24,BBDC4,Bancário,14.58,2971412,-1.48
2024-05-27,BBDC4,Bancário,14.48,4685011,-2.14
2024-05-28,BBDC4,Bancário,14.61,1712326,-1.29
2024-05-29,BBDC4,Bancário,14.79,2026421,-0.1
2024-05-30,BBDC4,Bancário,14.97,4139986,1.12
2024-05-31,BBDC4,Bancário,14.93,6865764,0.85
2024-06-03,BBDC4,Bancário,15.02,3905149,1.47
2024-06-04,BBDC4,Bancário,14.77,2795358,-0.22
2024-06-05,BBDC4,Bancário,15.04,3267859,1.61
2024-06-06,BBDC4,Bancário,15.05,1749422,1.67
2024-06-07,BBDC4,Bancário,14.97,4422685,1.13
2024-06-10,BBDC4,Bancário,15.25,5081751,3.06
2024-06-11,BBDC4,Bancário,15.09,2607636,1.96
2024-06-12,BBDC4,Bancário,14.94,2584335,0.98
2024-06-13,BBDC4,Bancário,14.66,3733807,-0.91
2024-06-14,BBDC4,Bancário,15.15,2627754,2.35
2024-06-17,BBDC4,Bancário,14.76,3162690,-0.27
2024-06-18,BBDC4,Bancário,15.63,9340411,5.58
2024-06-19,BBDC4,Bancário,15.77,2889191,6.56
2024-06-20,BBDC4,Bancário,16.04,2732779,8.35
2024-06-21,BBDC4,Bancário,15.84,2364859,7.0
2024-06-24,BBDC4,Bancário,16.0,4742599,8.13
2024-06-25,BBDC4,Bancário,16.46,2985828,11.23
2024-06-26,BBDC4,Bancário,16.5,2362695,11.46
2024-06-27,BBDC4,Bancário,16.57,6328995,11.97
2024-06-28,BBDC4,Bancário,16.62,6647833,12.32
2024-07-01,BBDC4,Bancário,16.51,2421234,11.57
2024-07-02,BBDC4,Bancário,16.26,1285592,9.86
2024-07-03,BBDC4,Bancário,16.23,5409984,9.69
2024-07-04,BBDC4,Bancário,16.38,2321409,10.69
2024-07-05,BBDC4,Bancário,16.62,4853995,12.29
2024-07-08,BBDC4,Bancário,15.75,1220715,6.45
2024-07-09,BBDC4,Bancário,16.15,5107898,9.12
2024-07-10,BBDC4,Bancário,16.1,1784081,8.78
2024-07-11,BBDC4,Bancário,16.06,4710864,8.53
2024-07-12,BBDC4,Bancário,16.09,3292430,8.74
2024-07-15,BBDC4,Bancário,16.21,2028952,9.56
2024-07-16,BBDC4,Bancário,16.5,2667045,11.52
2024-07-17,BBDC4,Bancário,16.51,4607330,11.54
2024-07-18,BBDC4,Bancário,16.39,3446766,10.75
2024-07-19,BBDC4,Bancário,16.18,4378455,9.34
2024-07-22,BBDC4,Bancário,15.89,8782048,7.34
2024-07-23,BBDC4,Bancário,15.85,1495362,7.12
2024-07-24,BBDC4,Bancário,15.91,7338215,7.48
2024-07-25,BBDC4,Bancário,15.97,3444116,7.91
2024-07-26,BBDC4,Bancário,16.19,2085685,9.37
2024-07-29,BBDC4,Bancário,16.43,1680905,11.01
2024-07-30,BBDC4,Bancário,16.61,2974063,12.25
2024-07-31,BBDC4,Bancário,16.51,5182639,11.57
2024-08-01,BBDC4,Bancário,16.54,3067045,11.74
2024-08-02,BBDC4,Bancário,16.8,6959216,13.48
2024-08-05,BBDC4,Bancário,17.05,1582334,15.23
2024-08-06,BBDC4,Bancário,17.28,3249317,16.75
2024-08-07,BBDC4,Bancário,17.77,1747686,20.1
2024-08-08,BBDC4,Bancário,17.96,3920837,21.37
2024-08-09,BBDC4,Bancário,18.09,5093336,22.22
2024-08-12,BBDC4,Bancário,18.2,2648804,22.98
2024-08-13,BBDC4,Bancário,17.81,889036,20.35
2024-08-14,BBDC4,Bancário,17.91,3610923,20.98
2024-08-15,BBDC4,Bancário,17.89,4066809,20.91
2024-08-16,BBDC4,Bancário,17.59,4001370,18.87
